opcode,signed,bitwidth,lut,dsp,ff,latency
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,31,32,0,0,0
11,0,7,8,0,0,0
11,0,9,10,0,0,0
11,0,11,12,0,0,0
11,0,4,5,0,0,0
11,0,11,12,0,0,0
11,0,7,8,0,0,0
11,0,12,13,0,0,0
11,0,6,7,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,16,17,0,0,0
11,0,16,17,0,0,0
11,0,9,10,0,0,0
11,0,8,9,0,0,0
11,0,9,10,0,0,0
11,0,11,12,0,0,0
11,0,12,13,0,0,0
11,0,7,8,0,0,0
11,0,31,32,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,31,32,0,0,0
11,0,32,33,0,0,0
11,0,8,9,0,0,0
11,0,31,32,0,0,0
11,0,33,34,0,0,0
11,0,31,32,0,0,0
11,0,5,6,0,0,0
11,0,5,6,0,0,0
11,0,5,6,0,0,0
11,0,9,10,0,0,0
11,0,31,32,0,0,0
11,0,4,5,0,0,0
11,0,9,10,0,0,0
11,0,8,9,0,0,0
11,0,31,32,0,0,0
11,0,4,5,0,0,0
11,0,6,7,0,0,0
11,0,31,32,0,0,0
11,0,8,9,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,4,5,0,0,0
11,0,8,9,0,0,0
11,0,31,32,0,0,0
11,0,4,5,0,0,0
11,0,31,32,0,0,0
11,0,1,2,0,0,0
11,0,1,2,0,0,0
11,0,7,8,0,0,0
11,0,31,32,0,0,0
11,0,63,64,0,0,0
11,0,7,8,0,0,0
11,0,31,0,0,0,0
11,0,31,32,0,0,0
11,1,8,9,0,0,0
13,0,31,32,0,0,0
13,0,31,4,0,0,0
13,0,31,3,0,0,0
13,0,31,1,0,0,0
11,0,6,7,0,0,0
11,0,9,10,0,0,0
11,0,7,8,0,0,0
11,0,31,32,0,0,0
11,0,12,13,0,0,0
11,0,6,7,0,0,0
11,0,9,10,0,0,0
11,0,6,7,0,0,0
15,0,32,49,2,165,1
11,0,3,4,0,0,0
11,0,5,6,0,0,0
11,0,40,41,0,0,0
11,0,40,41,0,0,0
11,0,40,41,0,0,0
11,0,40,41,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,40,41,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,9,10,0,0,0
11,0,31,32,0,0,0
11,0,9,10,0,0,0
11,0,31,32,0,0,0
11,0,9,10,0,0,0
11,0,31,32,0,0,0
11,0,9,10,0,0,0
11,0,31,32,0,0,0
11,0,9,10,0,0,0
13,0,31,32,0,0,0
11,0,9,10,0,0,0
13,0,31,32,0,0,0
11,0,9,10,0,0,0
13,0,31,32,0,0,0
11,0,9,10,0,0,0
13,0,31,32,0,0,0
11,0,3,4,0,0,0
11,0,9,10,0,0,0
11,0,9,10,0,0,0
11,0,9,10,0,0,0
11,0,9,10,0,0,0
11,0,8,9,0,0,0
11,0,9,10,0,0,0
11,0,8,9,0,0,0
11,0,9,10,0,0,0
11,0,9,10,0,0,0
11,0,9,10,0,0,0
11,0,40,41,0,0,0
11,0,40,41,0,0,0
11,0,40,41,0,0,0
11,0,40,41,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,40,41,0,0,0
15,1,41,49,2,165,1
11,0,40,41,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
13,0,31,32,0,0,0
13,0,31,32,0,0,0
13,0,31,32,0,0,0
11,0,6,7,0,0,0
11,0,9,10,0,0,0
11,0,31,32,0,0,0
13,0,31,1,0,0,0
13,0,28,1,0,0,0
11,0,6,7,0,0,0
11,0,9,10,0,0,0
11,0,31,32,0,0,0
11,0,6,7,0,0,0
11,0,9,10,0,0,0
11,0,4,5,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,9,10,0,0,0
11,0,3,4,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,6,7,0,0,0
11,1,31,32,0,0,0
11,1,31,32,0,0,0
15,1,32,49,2,165,1
11,0,31,32,0,0,0
15,1,32,49,2,165,1
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,63,64,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,1,2,0,0,0
11,0,1,2,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
15,0,16,5,1,0,0
11,0,63,64,0,0,0
11,0,31,32,0,0,0
11,0,16,17,0,0,0
13,0,16,1,0,0,0
13,0,15,1,0,0,0
11,0,16,17,0,0,0
11,0,16,17,0,0,0
13,0,16,1,0,0,0
13,0,15,1,0,0,0
11,1,16,17,0,0,0
15,0,32,5,1,0,0
26,0,1,1,0,0,0
26,0,0,1,0,0,0
26,0,31,32,0,0,0
28,0,1,1,0,0,0
11,0,8,9,0,0,0
11,0,8,9,0,0,0
11,0,10,11,0,0,0
13,0,10,11,0,0,0
26,0,31,32,0,0,0
11,0,31,32,0,0,0
11,0,31,32,0,0,0
27,0,31,32,0,0,0
27,0,0,1,0,0,0
27,0,0,1,0,0,0
27,0,0,1,0,0,0
28,0,0,1,0,0,0
28,0,0,1,0,0,0
28,0,0,1,0,0,0
26,0,31,32,0,0,0
26,0,31,32,0,0,0
27,0,31,32,0,0,0
27,0,31,32,0,0,0
28,1,3,4,0,0,0
26,0,31,32,0,0,0
26,0,31,32,0,0,0
26,0,31,32,0,0,0
24,0,31,32,0,0,0
24,0,31,32,0,0,0
27,0,1,1,0,0,0
27,0,1,1,0,0,0
27,0,31,32,0,0,0
23,0,31,32,0,0,0
28,0,31,32,0,0,0
11,0,31,32,0,0,0
26,0,1,1,0,0,0
26,0,1,1,0,0,0
11,0,8,9,0,0,0
11,0,8,9,0,0,0
26,0,1,1,0,0,0
11,0,15,16,0,0,0
11,0,15,16,0,0,0
26,0,1,1,0,0,0
26,0,1,1,0,0,0
28,0,6,7,0,0,0
11,0,7,8,0,0,0
11,0,7,8,0,0,0
11,0,31,32,0,0,0
13,0,31,32,0,0,0
13,0,7,8,0,0,0
13,0,7,8,0,0,0
26,0,1,1,0,0,0
28,0,9,10,0,0,0
28,0,7,8,0,0,0
11,0,10,11,0,0,0
13,0,10,11,0,0,0
26,0,31,32,0,0,0
27,0,1,1,0,0,0
27,0,7,8,0,0,0
27,0,7,8,0,0,0
27,0,7,8,0,0,0
27,0,7,8,0,0,0
27,0,7,8,0,0,0
26,0,1,1,0,0,0
