solution,lut,bram,ff,dsp,clb,latch,target_clk,achieved_clk,wns,tns,cycles,estimated_time
solution132,410,0,399,0,88,0,8.0,2.9,5.1,0.0,15168,43987.2
solution134,242,0,599,0,70,0,8.0,2.234,5.766,0.0,13912,31079.408
solution135,226,0,279,0,54,0,8.0,2.204,5.796,0.0,14312,31543.648
solution136,385,0,394,0,84,0,8.0,2.353,5.647,0.0,15136,35615.008
solution137,242,0,599,0,70,0,8.0,2.234,5.766,0.0,13912,31079.408
solution138,239,0,585,0,84,0,8.0,2.691,5.309,0.0,14344,38599.704
solution139,226,0,279,0,54,0,8.0,2.204,5.796,0.0,14312,31543.648
solution143,226,0,279,0,54,0,8.0,2.267,5.733,0.0,14312,32445.304
solution145,435,0,572,0,108,0,8.0,1.398,6.602,0.0,94499,132109.60199999998
solution146,226,0,279,0,54,0,8.0,2.267,5.733,0.0,14312,32445.304
solution149,226,0,279,0,54,0,8.0,2.267,5.733,0.0,14312,32445.304
solution150,235,0,599,0,70,0,8.0,2.075,5.925,0.0,13912,28867.4
solution153,238,0,585,0,82,0,8.0,2.181,5.819,0.0,14344,31284.264
solution155,235,0,599,0,70,0,8.0,2.075,5.925,0.0,13912,28867.4
solution156,282,0,355,0,65,0,8.0,1.64,6.36,0.0,46320,75964.79999999999
solution163,418,0,534,0,102,0,8.0,1.305,6.695,0.0,38888,50748.84
solution164,372,0,1046,0,141,0,8.0,2.867,5.133,0.0,15136,43394.912
solution166,315,0,392,0,76,0,8.0,1.707,6.293,0.0,94864,161932.848
solution167,211,0,256,0,48,0,8.0,1.582,6.418,0.0,34253,54188.246
solution168,234,0,266,0,50,0,8.0,1.7,6.3,0.0,30747,52269.9
solution169,361,0,470,0,87,0,8.0,1.342,6.658,0.0,38816,52091.072
solution171,242,0,599,0,70,0,8.0,2.234,5.766,0.0,13912,31079.408
solution172,213,0,278,0,51,0,8.0,1.352,6.648,0.0,36828,49791.456000000006
solution173,395,0,525,0,89,0,8.0,1.941,6.059,0.0,106001,205747.94100000002
solution174,443,0,844,0,128,0,8.0,2.625,5.375,0.0,17986,47213.25
solution175,279,0,506,0,82,0,8.0,2.327,5.673,0.0,18710,43538.17
solution176,264,0,341,0,63,0,8.0,1.446,6.554,0.0,26528,38359.488
solution177,302,0,405,0,79,0,8.0,1.506,6.494,0.0,32193,48482.658
solution178,226,0,279,0,54,0,8.0,2.204,5.796,0.0,14312,31543.648
solution180,385,0,394,0,84,0,8.0,2.353,5.647,0.0,15136,35615.008
solution182,258,0,605,0,73,0,8.0,2.035,5.965,0.0,13944,28376.04
solution184,242,0,599,0,70,0,8.0,2.234,5.766,0.0,13912,31079.408
solution186,235,0,599,0,70,0,8.0,2.075,5.925,0.0,13912,28867.4
solution187,286,0,506,0,84,0,8.0,1.973,6.027,0.0,18710,36914.83
solution188,348,0,458,0,81,0,8.0,1.367,6.633,0.0,41643,56925.981
solution191,377,0,482,0,89,0,8.0,1.267,6.733,0.0,26994,34201.398
solution196,404,0,394,0,86,0,8.0,2.759,5.241,0.0,15136,41760.224
solution199,335,0,436,0,76,0,8.0,2.065,5.935,0.0,53299,110062.435
